customer_id,age,gender,education,income,purchase_amount,purchase_date,product_category,rating,discount_percent,shipping_cost
274,79,Female,Bachelor,137959,1953.51,2025-07-11 19:44:09.779156,Books,4.0,38.59,32.11
275,56,Female,Bachelor,80920,1933.7,2025-07-29 19:44:09.779159,Books,2.9,24.19,14.91
276,19,Female,Master,114294,1708.53,2025-10-03 19:44:09.779162,Clothing,1.9,44.88,6.32
277,20,Other,Bachelor,402959,12575.595334839343,2025-04-24 19:44:09.779165,Electronics,4.9,45.39,42.13
278,66,Male,Bachelor,56224,779.18,2025-07-26 19:44:09.779168,Food,3.9,4.37,18.11
279,54,Male,Master,27788,2773.02,2025-03-19 19:44:09.779171,Books,4.8,46.82,33.02
280,66,Other,PhD,48082,2713.11,2025-11-29 19:44:09.779173,Books,2.7,41.28,23.54
281,73,Male,High School,143287,3811.89,2025-07-15 19:44:09.779176,Food,2.9,39.57,9.95
282,34,Female,PhD,109570,4169.91,2026-02-16 19:44:09.779179,Clothing,4.6,10.05,30.08
283,76,Female,Master,121015,2207.8,2025-08-24 19:44:09.779182,Electronics,3.1,40.26,3.03
284,66,Female,High School,96816,1518.64,2025-03-09 19:44:09.779185,Clothing,3.8,42.51,20.67
285,19,Male,Master,103588,1304.08,2025-05-15 19:44:09.779188,Home,2.0,14.46,27.33
286,19,Female,Master,36531,981.17,2025-09-25 19:44:09.779191,Books,2.8,47.61,21.8
287,45,Other,Bachelor,108340,297.66,2025-04-06 19:44:09.779194,Home,1.5,2.49,37.43
288,71,Other,High School,114439,1718.82,2025-07-09 19:44:09.779197,Books,1.8,7.5,41.4
289,40,Male,Bachelor,432409,13499.666213611192,2025-12-18 19:44:09.779200,Books,1.0,26.88,38.56
290,54,Other,High School,30142,4832.42,2025-04-30 19:44:09.779203,Home,1.2,28.79,1.94
291,49,Other,Master,135053,2792.97,2025-06-24 19:44:09.779206,Home,4.9,32.26,9.71
292,50,Male,Master,68355,1742.91,2025-08-07 19:44:09.779208,Clothing,2.0,0.85,26.83
293,18,Female,PhD,29866,2906.53,2025-09-05 19:44:09.779211,Home,3.7,48.02,46.74
294,36,Female,High School,90067,704.59,2025-07-11 19:44:09.779214,Clothing,4.4,2.23,41.75
295,79,Female,Bachelor,130990,2225.78,2025-12-19 19:44:09.779217,Clothing,3.2,7.15,42.13
296,19,Male,PhD,123634,3134.91,2025-10-12 19:44:09.779220,Clothing,1.6,0.7,15.16
297,70,Other,PhD,123814,2449.6,2025-08-29 19:44:09.779223,Books,3.9,28.34,21.47
298,61,Female,PhD,145426,2014.88,2025-09-15 19:44:09.779226,Books,3.4,46.61,23.54
299,43,Female,Bachelor,84027,4969.3,2025-10-31 19:44:09.779229,Home,3.9,33.3,7.87
300,49,Male,PhD,77906,4402.77,2025-05-25 19:44:09.779232,Books,4.1,41.13,1.55
301,23,Female,Bachelor,48138,3120.8,2025-02-27 19:44:09.779235,Home,4.9,0.66,47.35
302,49,Male,PhD,112601,2851.19,2025-05-16 19:44:09.779238,Books,3.3,27.1,12.04
303,72,Other,Bachelor,49956,3107.1,2025-12-06 19:44:09.779240,Electronics,2.4,22.98,12.0
304,21,Male,Master,127268,1014.55,2025-07-26 19:44:09.779243,Electronics,3.6,24.95,4.17
305,72,Male,Master,124797,1981.74,2025-05-15 19:44:09.779246,Home,1.3,3.61,46.43
306,28,Male,Master,144917,206.9,2025-03-29 19:44:09.779249,Books,4.6,34.22,28.99
307,73,Male,Master,146303,2382.97,2025-03-15 19:44:09.779252,Books,1.5,25.16,33.35
308,76,Other,Master,96295,2719.69,2025-02-26 19:44:09.779255,Clothing,2.3,38.26,45.58
309,34,Other,PhD,25439,1146.47,2025-03-15 19:44:09.779258,Food,4.3,24.26,17.28
310,55,Female,PhD,67241,4820.5,2025-07-29 19:44:09.779262,Home,3.4,7.47,31.08
311,41,Other,PhD,62533,4548.18,2025-09-10 19:44:09.779265,Food,2.6,32.41,1.94
312,22,Other,Bachelor,48270,3613.49,2026-01-21 19:44:09.779268,Food,2.9,8.62,9.34
313,69,Female,Bachelor,98815,2671.6,2025-06-06 19:44:09.779271,Home,4.4,43.62,41.56
314,51,Other,Bachelor,59279,4351.15,2025-09-06 19:44:09.779274,Books,2.4,30.66,38.34
315,23,Male,Bachelor,129787,661.96,2025-12-17 19:44:09.779277,Home,4.5,7.86,17.53
316,39,Male,Master,43888,3954.64,2026-01-27 19:44:09.779280,Food,1.4,48.12,18.84
317,28,Female,Master,37630,632.86,2025-12-10 19:44:09.779282,Books,4.1,25.92,26.68
318,65,Female,Master,81063,3973.11,2025-11-14 19:44:09.779285,Electronics,4.4,3.64,0.01
319,33,Female,High School,138527,1386.08,2025-09-08 19:44:09.779288,Home,1.7,31.34,12.06
320,50,Male,PhD,143239,4386.68,2025-12-01 19:44:09.779291,Home,2.7,12.66,10.41
321,26,Other,Bachelor,147896,4720.77,2026-02-13 19:44:09.779294,Books,1.7,40.18,12.52
322,77,Male,Bachelor,55144,752.49,2025-04-08 19:44:09.779297,Electronics,3.8,40.89,40.3
323,76,Female,Master,72161,2318.75,2025-10-21 19:44:09.779300,Electronics,3.1,48.95,13.98
324,23,Other,Bachelor,116718,4905.13,2025-04-22 19:44:09.779302,Books,3.5,25.09,9.58
325,33,Other,Bachelor,145873,2422.2,2025-08-24 19:44:09.779305,Clothing,1.8,22.75,25.21
326,46,Male,PhD,111074,4319.1,2025-08-26 19:44:09.779308,Home,1.8,37.67,43.28
327,20,Female,Master,97360,2947.77,2025-07-16 19:44:09.779311,Home,1.2,6.62,12.07
328,37,Male,PhD,70979,1882.9,2025-12-24 19:44:09.779314,Food,2.3,27.35,3.93
329,77,Other,High School,117661,1436.06,2025-08-15 19:44:09.779317,Books,3.2,27.31,17.82
330,76,Male,High School,26979,1024.08,2025-07-01 19:44:09.779320,Food,4.4,4.47,37.38
331,53,Male,High School,46189,3811.37,2025-06-08 19:44:09.779322,Food,3.7,20.9,27.53
332,36,Female,Master,62600,1938.84,2025-11-06 19:44:09.779325,Electronics,2.7,42.66,40.84
333,43,Female,Bachelor,79560,2561.26,2025-12-03 19:44:09.779328,Home,4.8,42.81,47.98
334,20,Other,Master,98040,2466.7,2025-07-03 19:44:09.779331,Food,3.9,4.96,39.63
335,36,Male,Master,143257,2890.62,2025-06-05 19:44:09.779334,Electronics,4.7,4.54,30.19
336,37,Male,Bachelor,81558,4329.23,2025-05-30 19:44:09.779337,Books,3.1,13.13,24.67
337,49,Male,PhD,106205,4903.89,2025-03-24 19:44:09.779340,Food,2.0,43.74,2.0
338,24,Other,High School,26910,2043.85,2025-08-20 19:44:09.779343,Home,1.2,6.45,49.22
339,69,Other,PhD,77713,4139.32,2025-06-07 19:44:09.779348,Food,3.9,36.0,19.17
340,58,Female,High School,66857,3824.99,2026-01-11 19:44:09.779351,Books,1.5,5.06,7.61
341,50,Female,Master,54964,2871.91,2025-08-26 19:44:09.779354,Food,2.2,31.16,33.34
342,57,Female,High School,105667,4780.68,2026-01-22 19:44:09.779357,Home,3.1,17.8,14.21
343,56,Male,Master,45227,1010.37,2025-05-18 19:44:09.779360,Electronics,3.3,39.45,29.29
344,35,Male,PhD,25978,555.23,2025-10-01 19:44:09.779363,Home,3.4,11.68,29.34
345,57,Female,Master,107527,4271.27,2025-04-25 19:44:09.779366,Electronics,1.7,31.96,22.29
346,18,Male,PhD,37153,2201.36,2025-05-07 19:44:09.779369,Clothing,2.5,11.78,41.81
347,28,Female,Bachelor,79765,4236.37,2025-11-19 19:44:09.779372,Home,3.5,35.68,13.25
348,45,Other,Bachelor,119084,4466.52,2025-12-19 19:44:09.779375,Home,4.9,43.68,22.43
349,74,Female,Bachelor,128212,321.66,2025-02-18 19:44:09.779378,Books,3.9,6.34,26.88
350,42,Other,Master,59071,4418.49,2025-03-08 19:44:09.779381,Food,4.7,43.33,33.18
351,67,Male,Bachelor,132990,2247.11,2025-09-08 19:44:09.779384,Electronics,4.0,29.68,39.2
352,40,Female,High School,89519,2557.06,2025-03-04 19:44:09.779387,Electronics,3.4,6.36,19.74
353,48,Male,PhD,29503,3136.7,2025-09-28 19:44:09.779390,Books,1.8,21.38,32.3
354,47,Other,PhD,80703,4632.65,2025-06-10 19:44:09.779393,Books,3.7,8.04,7.53
355,59,Other,High School,84379,105.39,2025-05-25 19:44:09.779398,Food,3.5,35.02,46.63
356,52,Other,Master,115457,2389.45,2025-05-03 19:44:09.779401,Food,3.4,37.94,19.15
357,24,Male,Master,77866,3441.73,2025-08-15 19:44:09.779404,Home,3.0,5.29,36.48
358,77,Male,PhD,36905,3616.31,2025-04-20 19:44:09.779407,Clothing,3.1,25.31,1.02
359,33,Male,Bachelor,65838,3465.74,2025-05-03 19:44:09.779410,Food,2.3,40.73,10.26
360,43,Male,Master,365458,8154.941157206479,2025-11-24 19:44:09.779413,Books,3.1,46.81,24.35
361,65,Other,Master,78279,1503.98,2025-09-05 19:44:09.779416,Food,1.8,25.68,43.91
362,74,Other,High School,109489,1799.99,2025-10-27 19:44:09.779419,Electronics,4.2,47.51,26.36
363,69,Female,High School,46806,4024.14,2025-02-27 19:44:09.779421,Clothing,1.7,26.78,46.49
364,77,Female,Bachelor,65000,1401.01,2025-08-19 19:44:09.779424,Home,1.3,19.71,24.19
365,66,Male,Master,42168,1061.42,2025-07-26 19:44:09.779427,Electronics,2.7,42.41,24.52
366,19,Other,Master,90119,4787.67,2025-06-07 19:44:09.779430,Electronics,3.6,24.65,5.99
367,18,Other,High School,58714,54.23,2025-06-28 19:44:09.779433,Clothing,2.8,23.6,40.13
368,65,Other,Master,74093,4989.13,2025-02-28 19:44:09.779436,Home,2.1,24.52,12.35
369,79,Female,PhD,75419,3387.34,2026-02-15 19:44:09.779439,Books,3.2,42.34,44.98
370,29,Female,High School,69145,4144.06,2025-07-25 19:44:09.779442,Home,2.4,41.6,45.54
371,22,Other,Bachelor,125432,1480.15,2025-08-05 19:44:09.779445,Food,4.7,20.18,47.17
372,54,Other,High School,97425,81.43,2025-03-14 19:44:09.779448,Electronics,4.7,16.66,26.01
373,49,Other,Master,112949,3691.97,2025-10-16 19:44:09.779450,Food,3.0,24.6,33.85
374,76,Female,Bachelor,97811,4172.38,2025-10-03 19:44:09.779453,Books,2.3,28.64,38.93
375,72,Other,High School,22461,3704.98,2025-03-16 19:44:09.779456,Food,3.9,11.92,6.55
376,26,Other,PhD,34291,722.82,2026-01-24 19:44:09.779459,Home,1.1,39.7,30.05
377,58,Male,PhD,66804,3769.61,2025-12-12 19:44:09.779462,Food,2.9,24.32,1.71
378,52,Male,High School,96971,3846.92,2025-12-19 19:44:09.779465,Books,2.3,16.7,24.88
379,36,Female,PhD,113471,3296.12,2026-01-20 19:44:09.779468,Books,4.7,5.34,7.74
380,65,Other,PhD,84946,3832.92,2026-01-30 19:44:09.779471,Books,1.0,11.94,9.15
381,33,Other,PhD,118989,4231.15,2025-08-31 19:44:09.779474,Home,3.2,47.46,18.25
382,20,Male,Bachelor,104080,3071.88,2025-12-06 19:44:09.779477,Books,4.0,15.25,21.62
383,37,Female,PhD,141719,452.14,2025-12-19 19:44:09.779480,Electronics,2.9,8.44,31.16
384,41,Male,PhD,81332,2443.26,2025-09-18 19:44:09.779483,Books,1.3,23.03,3.72
385,71,Male,PhD,97794,397.47,2025-05-18 19:44:09.779486,Food,4.9,15.35,25.18
386,73,Male,Bachelor,50841,2043.64,2026-01-01 19:44:09.779489,Food,3.1,1.76,9.13
387,50,Male,High School,144447,2041.46,2025-07-22 19:44:09.779492,Food,3.5,16.16,28.7
388,41,Other,Master,140029,339.39,2025-03-12 19:44:09.779495,Home,1.9,27.21,31.87
389,69,Other,PhD,68758,1750.61,2025-10-02 19:44:09.779498,Food,2.9,27.59,27.84
390,28,Male,High School,134726,563.88,2025-10-31 19:44:09.779501,Home,2.7,17.83,36.91
391,66,Female,PhD,96272,4043.09,2025-08-19 19:44:09.779504,Home,1.3,22.37,16.78
392,25,Female,Bachelor,57643,4738.96,2026-01-21 19:44:09.779506,Books,1.4,48.28,38.26
393,53,Female,High School,70408,370.86,2025-08-05 19:44:09.779509,Electronics,4.3,18.87,21.64
394,55,Female,Bachelor,63950,4776.02,2025-08-11 19:44:09.779512,Books,2.0,12.91,24.21
395,57,Male,PhD,76849,2617.66,2025-04-09 19:44:09.779515,Books,1.8,12.17,32.41
396,37,Other,PhD,120500,1504.83,2025-12-29 19:44:09.779518,Home,3.0,22.89,0.92
397,79,Female,Bachelor,48044,393.54,2025-09-22 19:44:09.779559,Home,4.1,37.98,32.7
398,52,Male,Master,125469,2508.12,2025-05-26 19:44:09.779572,Food,1.2,10.3,30.93
399,65,Female,Bachelor,145588,3974.63,2025-12-30 19:44:09.779579,Food,3.3,35.46,15.49
400,79,Female,PhD,35997,3538.36,2025-06-17 19:44:09.779583,Books,1.5,1.06,4.29
401,42,Male,Bachelor,99751,260.63,2025-10-28 19:44:09.779587,Clothing,1.1,20.95,4.55
402,52,Other,Master,118605,373.78,2025-09-01 19:44:09.779592,Clothing,1.2,38.79,46.16
403,42,Other,Bachelor,43911,2020.34,2025-09-05 19:44:09.779596,Food,4.3,16.94,34.46
404,46,Male,Master,325607,14112.780496841708,2026-02-04 19:44:09.779600,Clothing,1.5,28.19,6.36
405,35,Other,Master,102566,1169.6,2025-07-30 19:44:09.779603,Food,1.2,10.25,17.84
406,63,Male,Bachelor,114870,1412.21,2025-05-06 19:44:09.779607,Home,2.8,37.1,29.62
407,35,Male,Bachelor,367071,12550.64715797952,2025-08-13 19:44:09.779611,Books,4.4,2.61,41.78
408,19,Male,High School,128255,4646.85,2025-09-16 19:44:09.779615,Electronics,2.0,42.63,2.18
409,71,Other,PhD,149226,2031.46,2025-12-25 19:44:09.779618,Books,2.7,9.91,11.83
410,52,Male,Master,114463,4531.49,2025-08-20 19:44:09.779622,Food,1.2,43.72,44.49
411,33,Female,High School,77941,1614.26,2025-07-23 19:44:09.779625,Food,2.8,17.63,0.46
412,78,Other,Bachelor,78005,2387.42,2025-12-05 19:44:09.779629,Books,3.3,36.13,10.07
413,58,Other,PhD,106250,1137.88,2025-05-17 19:44:09.779633,Food,3.3,15.96,47.95
414,53,Other,High School,78712,3205.98,2025-10-08 19:44:09.779636,Clothing,2.3,45.3,30.67
415,50,Other,Master,63541,4895.12,2025-03-12 19:44:09.779640,Clothing,2.3,6.33,13.08
416,21,Female,High School,43387,3021.43,2025-12-21 19:44:09.779643,Food,1.4,8.93,3.35
417,50,Other,Master,113980,1795.49,2025-03-10 19:44:09.779647,Food,2.5,24.65,1.41
418,31,Other,Bachelor,348182,10309.824267031934,2025-08-20 19:44:09.779651,Clothing,1.4,4.1,12.24
419,38,Male,PhD,105457,623.37,2025-03-16 19:44:09.779654,Food,4.1,9.8,44.07
420,65,Other,PhD,33057,4444.41,2025-04-03 19:44:09.779658,Food,4.9,47.19,20.8
421,37,Female,PhD,84028,2520.39,2025-12-16 19:44:09.779662,Books,4.9,48.82,36.02
422,73,Female,Bachelor,130804,2252.26,2025-03-28 19:44:09.779666,Electronics,4.5,18.81,45.91
423,25,Female,Master,139246,2933.47,2025-06-03 19:44:09.779673,Clothing,3.4,46.16,20.4
424,24,Female,Bachelor,75731,3127.67,2025-08-09 19:44:09.779677,Books,3.8,27.24,9.56
425,20,Other,PhD,44858,368.16,2025-09-28 19:44:09.779681,Electronics,2.1,13.49,25.86
426,34,Other,Bachelor,68689,3416.26,2025-11-06 19:44:09.779684,Food,3.5,35.12,45.4
427,50,Female,Bachelor,64638,1217.24,2025-07-19 19:44:09.779688,Food,2.8,32.95,40.22
428,65,Female,Bachelor,111598,3572.62,2025-06-21 19:44:09.779691,Books,2.9,49.46,3.29
429,29,Other,Master,122386,4114.45,2025-07-24 19:44:09.779695,Food,4.0,13.25,34.63
430,76,Female,High School,348063,8106.853877522209,2025-11-17 19:44:09.779699,Home,2.1,33.6,28.59
431,68,Male,High School,40567,2766.98,2025-09-29 19:44:09.779702,Books,2.3,2.6,45.37
432,39,Female,Bachelor,49739,2605.65,2025-10-29 19:44:09.779706,Electronics,4.7,5.68,6.12
433,72,Female,High School,77804,722.95,2025-12-21 19:44:09.779711,Books,1.2,0.2,26.7
434,39,Male,High School,128821,3878.98,2026-01-06 19:44:09.779717,Clothing,2.9,49.97,43.97
435,63,Male,Bachelor,23754,1364.33,2025-07-26 19:44:09.779723,Books,4.7,40.11,20.5
436,47,Other,Bachelor,47044,2488.51,2025-05-26 19:44:09.779728,Food,3.4,39.34,24.1
437,55,Other,PhD,87260,1428.53,2025-04-28 19:44:09.779733,Food,3.2,25.49,3.52
438,55,Male,High School,86912,677.8,2025-10-23 19:44:09.779738,Home,2.0,15.0,13.91
439,62,Male,Master,145623,3151.49,2026-01-29 19:44:09.779743,Home,2.4,7.56,16.23
440,68,Other,Bachelor,28706,281.12,2025-07-11 19:44:09.779748,Home,4.4,14.23,47.26
441,71,Female,PhD,28894,3745.74,2025-09-05 19:44:09.779752,Electronics,3.2,18.8,14.13
442,25,Male,Master,38037,1594.76,2025-10-10 19:44:09.779757,Home,3.1,37.82,23.04
443,44,Other,High School,103986,10.67,2025-09-15 19:44:09.779762,Electronics,1.4,26.98,33.57
444,44,Female,PhD,101942,2560.53,2025-08-18 19:44:09.779767,Home,1.1,3.87,8.11
445,51,Male,Bachelor,71612,243.79,2025-11-20 19:44:09.779772,Electronics,4.9,0.9,24.32
446,38,Female,Master,49725,1388.09,2025-11-16 19:44:09.779777,Books,2.5,5.12,36.93
447,47,Other,Bachelor,25926,3537.81,2026-02-05 19:44:09.779782,Books,3.4,20.52,43.34
448,50,Male,High School,464491,10673.860318240622,2025-04-02 19:44:09.779786,Food,1.3,46.66,31.31
449,45,Female,Master,29496,4198.3,2025-05-01 19:44:09.779792,Electronics,3.7,31.87,33.45
450,64,Male,High School,76447,29.06,2025-07-03 19:44:09.779797,Clothing,4.7,40.09,6.31
451,50,Female,High School,121604,1241.65,2025-04-02 19:44:09.779801,Food,3.3,23.32,47.29
452,22,Other,PhD,49806,3707.11,2025-05-02 19:44:09.779806,Books,1.5,18.08,6.63
453,77,Other,Bachelor,108199,1588.19,2026-01-23 19:44:09.779811,Electronics,3.3,5.42,38.73
454,78,Male,Master,61321,518.44,2025-12-05 19:44:09.779816,Home,4.1,43.8,13.24
455,65,Female,High School,420782,9973.558190392308,2025-02-19 19:44:09.779821,Clothing,2.6,39.16,46.68
456,36,Male,High School,122031,1359.26,2025-04-25 19:44:09.779826,Books,4.5,8.41,36.0
457,21,Male,Master,85095,4215.13,2025-09-21 19:44:09.779831,Food,3.6,25.61,37.69
458,52,Female,High School,42656,1573.61,2025-09-23 19:44:09.779837,Electronics,4.6,24.37,10.95
459,66,Female,PhD,75147,3946.77,2026-02-10 19:44:09.779842,Clothing,3.5,31.25,22.15
460,34,Female,PhD,111396,4460.44,2026-01-20 19:44:09.779847,Electronics,1.5,47.31,30.89
461,61,Other,PhD,69666,2174.75,2025-04-28 19:44:09.779852,Home,2.2,28.99,38.5
462,45,Male,PhD,102368,4550.62,2025-07-24 19:44:09.779857,Food,1.8,27.01,5.2
463,47,Male,High School,58787,1892.82,2025-10-13 19:44:09.779862,Electronics,4.6,2.52,48.12
464,46,Other,Master,133767,4820.75,2025-03-15 19:44:09.779867,Books,4.0,3.15,44.51
465,63,Female,Master,82946,455.55,2025-10-25 19:44:09.779873,Food,3.7,9.37,13.52
466,70,Other,Master,41727,3438.23,2025-09-27 19:44:09.779877,Books,2.2,1.62,41.14
467,23,Other,Master,128351,2474.13,2025-04-06 19:44:09.779882,Electronics,1.7,37.17,25.92
468,52,Other,Bachelor,115081,1944.37,2025-06-28 19:44:09.779887,Food,4.0,36.17,23.09
469,77,Male,Master,142721,3167.23,2026-02-11 19:44:09.779892,Books,2.9,6.8,15.72
470,58,Other,Bachelor,130058,3522.25,2026-01-04 19:44:09.779897,Home,1.9,41.8,29.05
471,54,Male,Bachelor,88056,31.77,2025-06-24 19:44:09.779902,Home,3.5,7.74,36.49
472,41,Male,PhD,23081,843.1,2025-09-16 19:44:09.779907,Electronics,1.2,15.06,20.55
473,46,Male,Bachelor,54196,3568.1,2025-08-21 19:44:09.779912,Food,2.3,12.45,31.46
474,66,Female,High School,56735,3335.26,2025-07-18 19:44:09.779917,Clothing,2.9,18.62,34.97
475,63,Male,Bachelor,124749,4830.58,2025-11-22 19:44:09.779922,Food,1.6,12.73,35.56
476,70,Male,PhD,100102,3807.58,2025-06-07 19:44:09.779927,Home,4.9,24.45,2.6
477,48,Female,Bachelor,99578,4754.36,2025-12-07 19:44:09.779932,Books,1.8,20.37,42.99
478,52,Male,High School,45498,3515.68,2025-08-23 19:44:09.779936,Clothing,1.5,49.33,22.91
479,77,Other,High School,96865,1497.28,2025-07-21 19:44:09.779941,Electronics,1.8,2.8,13.12
480,50,Other,High School,51656,535.77,2025-05-01 19:44:09.779946,Clothing,4.1,7.11,12.09
481,69,Male,PhD,87695,3911.3,2025-06-29 19:44:09.779951,Electronics,2.7,2.64,24.15
482,78,Female,PhD,57900,3224.3,2025-06-24 19:44:09.779956,Clothing,3.3,31.29,44.34
483,38,Other,Master,148392,250.45,2025-07-10 19:44:09.779961,Electronics,1.1,2.73,18.92
484,49,Female,PhD,137235,1806.65,2025-10-22 19:44:09.779966,Electronics,1.1,41.82,37.49
485,40,Female,High School,104899,4784.43,2025-04-11 19:44:09.779971,Clothing,2.8,25.6,4.84
486,50,Other,High School,67701,2507.0,2025-05-30 19:44:09.779976,Clothing,4.3,26.35,23.8
487,20,Female,PhD,128777,2169.32,2025-07-26 19:44:09.779981,Electronics,4.5,28.08,49.58
488,35,Other,Bachelor,39033,2293.92,2025-11-15 19:44:09.779986,Home,1.3,8.54,38.52
489,42,Female,PhD,143193,1052.32,2025-07-11 19:44:09.779990,Clothing,3.2,9.88,10.53
490,59,Other,PhD,30805,1849.85,2025-05-18 19:44:09.779995,Food,4.7,15.94,25.07
491,48,Male,High School,55851,1855.37,2025-07-02 19:44:09.780000,Books,2.6,29.67,11.68
492,71,Other,Master,46832,271.25,2025-04-15 19:44:09.780005,Electronics,4.3,10.51,20.48
493,75,Other,High School,83437,3840.16,2025-10-22 19:44:09.780010,Electronics,1.5,5.82,39.0
494,20,Other,Master,135725,2088.36,2025-05-26 19:44:09.780015,Books,4.7,48.51,38.56
495,57,Other,High School,33944,4112.68,2025-05-21 19:44:09.780020,Home,4.0,1.1,11.41
496,63,Female,PhD,39873,4253.24,2025-12-16 19:44:09.780025,Books,4.8,40.13,46.11
497,41,Male,High School,60372,1067.85,2025-04-26 19:44:09.780030,Clothing,3.7,39.4,29.63
498,67,Other,High School,109464,3290.19,2025-03-05 19:44:09.780035,Books,2.5,14.86,19.0
499,49,Female,High School,35379,2366.69,2026-02-07 19:44:09.780040,Electronics,4.8,6.78,25.1
500,64,Male,PhD,137322,4401.98,2025-11-12 19:44:09.780045,Books,2.1,7.28,30.25
501,39,Male,PhD,56751,1086.55,2025-12-09 19:44:09.780050,Food,2.3,34.87,27.99
502,40,Male,PhD,120082,3392.29,2025-02-19 19:44:09.780055,Clothing,3.8,32.14,24.32
503,19,Male,PhD,109822,3042.68,2025-12-22 19:44:09.780060,Books,4.1,39.14,25.25
504,44,Other,Master,25110,1483.55,2025-05-04 19:44:09.780066,Electronics,4.7,46.87,8.82
505,59,Other,Master,74341,691.64,2025-06-12 19:44:09.780071,Clothing,1.8,34.6,40.64
506,19,Female,Bachelor,32087,3261.68,2025-05-18 19:44:09.780076,Electronics,4.2,7.79,27.09
507,43,Female,PhD,43762,3695.6,2025-12-30 19:44:09.780081,Home,4.0,12.17,6.55
508,34,Female,Master,135812,1584.98,2025-02-25 19:44:09.780088,Food,1.3,42.11,38.31
509,57,Male,High School,102617,3227.71,2025-07-17 19:44:09.780093,Home,2.5,10.47,46.62
510,50,Male,PhD,120483,1981.7,2025-12-28 19:44:09.780098,Food,2.1,3.63,47.37
511,26,Other,Bachelor,29596,3568.9,2025-05-23 19:44:09.780103,Books,2.2,35.16,18.45
512,60,Male,Bachelor,123555,1004.08,2025-11-26 19:44:09.780109,Clothing,4.9,20.13,6.78
513,71,Male,Bachelor,127539,4452.17,2025-05-01 19:44:09.780114,Books,3.6,46.0,25.92
514,65,Male,High School,38313,1444.17,2025-10-15 19:44:09.780119,Food,3.9,32.51,5.63
515,56,Female,Master,133175,1845.25,2025-04-28 19:44:09.780124,Food,4.9,4.52,46.7
516,46,Female,High School,86549,299.88,2025-12-08 19:44:09.780128,Food,2.5,47.39,9.18
517,59,Other,PhD,134914,566.45,2025-04-28 19:44:09.780133,Electronics,4.2,12.93,12.64
518,72,Male,Bachelor,43705,2584.15,2025-06-27 19:44:09.780138,Clothing,2.7,16.86,20.33
519,43,Male,High School,87364,1345.29,2025-12-24 19:44:09.780143,Books,4.5,20.11,19.16
520,52,Other,High School,93445,4179.05,2025-02-23 19:44:09.780148,Books,1.7,2.56,39.73
521,67,Male,Master,123892,83.32,2025-10-31 19:44:09.780153,Home,4.8,24.83,22.82
522,42,Male,Master,98645,1901.68,2025-08-10 19:44:09.780159,Food,1.9,6.17,8.54
523,41,Female,Bachelor,22023,1693.35,2025-11-17 19:44:09.780164,Food,2.3,20.05,13.36
524,30,Other,High School,139654,106.44,2025-03-05 19:44:09.780169,Food,4.0,17.54,25.46
525,77,Other,High School,79796,630.6,2025-12-24 19:44:09.780174,Books,2.6,38.64,7.37
526,75,Other,Master,100073,2074.08,2025-12-20 19:44:09.780179,Home,3.4,40.16,30.58
527,24,Other,High School,112197,2469.39,2025-10-03 19:44:09.780184,Electronics,2.8,7.67,28.29
528,74,Female,High School,338117,9727.231944671666,2026-01-10 19:44:09.780189,Clothing,4.0,18.33,35.74
529,53,Female,High School,124195,2659.38,2026-01-21 19:44:09.780194,Electronics,1.9,18.67,46.89
530,62,Male,Master,81627,2979.71,2025-12-31 19:44:09.780198,Books,1.2,7.57,45.61
531,37,Male,Bachelor,53848,59.52,2025-10-16 19:44:09.780203,Food,2.2,39.92,47.3
532,18,Male,PhD,57804,2325.83,2026-02-05 19:44:09.780208,Clothing,2.9,35.36,12.24
533,25,Male,Bachelor,35379,4817.86,2026-01-13 19:44:09.780213,Books,1.7,9.52,6.58
534,63,Female,PhD,79664,2599.97,2025-11-09 19:44:09.780218,Books,2.4,18.34,15.11
535,33,Other,High School,47766,3390.94,2025-05-12 19:44:09.780223,Books,2.6,5.29,44.75
536,31,Female,Bachelor,129126,1566.2,2025-11-24 19:44:09.780227,Clothing,1.2,31.41,48.6
537,29,Male,PhD,279876,8596.403342917634,2026-02-14 19:44:09.780232,Clothing,3.3,6.07,42.97
538,68,Female,Master,56060,3866.88,2025-07-10 19:44:09.780237,Home,4.5,49.3,5.5
539,40,Other,Master,114733,2611.27,2025-03-17 19:44:09.780242,Home,1.6,39.03,47.37
540,32,Other,Bachelor,89122,4880.31,2025-09-05 19:44:09.780247,Electronics,3.4,19.51,21.17
541,45,Female,Bachelor,36087,636.5,2025-03-11 19:44:09.780252,Clothing,3.7,28.93,0.47
542,51,Female,High School,68868,94.57,2025-05-16 19:44:09.780257,Clothing,2.7,45.57,22.12
543,19,Female,Bachelor,139119,3853.09,2025-10-11 19:44:09.780262,Clothing,3.8,27.7,2.3
544,49,Male,High School,43225,4037.71,2026-01-18 19:44:09.780267,Home,2.6,8.72,27.19
545,40,Female,High School,115286,609.83,2026-02-07 19:44:09.780272,Books,3.0,18.94,16.93
546,39,Female,Master,26643,1335.26,2025-04-22 19:44:09.780276,Food,1.0,42.16,23.67
547,68,Female,Master,113059,97.59,2025-11-14 19:44:09.780282,Home,3.8,32.21,30.66
548,42,Other,PhD,56727,1473.61,2025-08-12 19:44:09.780286,Clothing,3.6,32.54,43.44
